date,5. volume,4. close,2. high,1. open,3. low
2000-03-06,1029000000.0,1391.28,1409.74,1409.17,1384.75
2000-03-07,1314100000.0,1355.62,1399.21,1391.28,1349.99
2000-03-08,1203000000.0,1366.7,1373.79,1355.62,1346.62
2000-03-09,1123000000.0,1401.6899,1401.8199,1366.7,1357.88
2000-03-10,1138800000.0,1395.0699,1413.46,1401.6899,1392.0699
2000-03-13,1016100000.0,1383.62,1398.39,1395.0699,1364.84
2000-03-14,1094000000.0,1359.15,1395.15,1383.62,1359.15
2000-03-15,1302800000.0,1392.14,1397.99,1359.15,1356.99
2000-03-16,1482300000.0,1458.47,1458.47,1392.15,1392.15
2000-03-17,1295100000.0,1464.47,1477.33,1458.47,1453.3199
2000-03-20,920800000.0,1456.63,1470.3,1464.47,1448.49
2000-03-21,1065900000.0,1493.87,1493.92,1456.63,1446.0601
2000-03-22,1075000000.0,1500.64,1505.08,1493.87,1487.33
2000-03-23,1078300000.0,1527.35,1532.5,1500.64,1492.39
2000-03-24,1052200000.0,1527.46,1552.87,1527.35,1516.83
2000-03-27,901000000.0,1523.86,1534.63,1527.46,1518.46
2000-03-28,959100000.0,1507.73,1527.36,1523.86,1507.09
2000-03-29,1061900000.0,1508.52,1521.45,1507.73,1497.45
2000-03-30,1193400000.0,1487.92,1517.38,1508.52,1474.63
2000-03-31,1227400000.0,1498.58,1519.8101,1487.92,1484.38
2000-04-03,1021700000.0,1505.97,1507.1899,1498.58,1486.96
2000-04-04,1515460000.0,1494.73,1526.45,1505.98,1416.41
2000-04-05,1110300000.0,1487.37,1506.55,1494.73,1478.05
2000-04-06,1008000000.0,1501.34,1511.76,1487.37,1487.37
2000-04-07,891600000.0,1516.35,1518.6801,1501.34,1501.34
2000-04-10,853700000.0,1504.46,1527.1899,1516.35,1503.35
2000-04-11,971400000.0,1500.59,1512.8,1504.46,1486.78
2000-04-12,1175900000.0,1467.17,1509.08,1500.59,1466.15
2000-04-13,1032000000.0,1440.51,1477.52,1467.17,1439.34
2000-04-14,1279700000.0,1356.5601,1440.51,1440.51,1339.4
2000-04-17,1204700000.0,1401.4399,1401.53,1356.5601,1346.5
2000-04-18,1109400000.0,1441.61,1441.61,1401.4399,1397.8101
2000-04-19,1001400000.0,1427.47,1447.6899,1441.61,1424.26
2000-04-20,896200000.0,1434.54,1435.49,1427.47,1422.08
2000-04-24,868700000.0,1429.86,1434.54,1434.54,1407.13
2000-04-25,1071100000.0,1477.4399,1477.67,1429.86,1429.86
2000-04-26,999600000.0,1460.99,1482.9399,1477.4399,1456.98
2000-04-27,1111000000.0,1464.92,1469.21,1460.99,1434.8101
2000-04-28,984600000.0,1452.4301,1473.62,1464.92,1448.15
2000-05-01,966300000.0,1468.25,1481.51,1452.4301,1452.4301
2000-05-02,1011500000.0,1446.29,1468.25,1468.25,1445.22
2000-05-03,991600000.0,1415.1,1446.29,1446.29,1398.36
2000-05-04,925800000.0,1409.5699,1420.99,1415.1,1404.9399
2000-05-05,805500000.0,1432.63,1436.03,1409.5699,1405.08
2000-05-08,787600000.0,1424.17,1432.63,1432.63,1417.05
2000-05-09,896600000.0,1412.14,1430.28,1424.17,1401.85
2000-05-10,1006400000.0,1383.05,1412.14,1412.14,1375.14
2000-05-11,953600000.0,1407.8101,1410.26,1383.05,1383.05
2000-05-12,858200000.0,1420.96,1430.13,1407.8101,1407.8101
2000-05-15,854600000.0,1452.36,1452.39,1420.96,1416.54
2000-05-16,955500000.0,1466.04,1470.4,1452.36,1450.76
2000-05-17,820500000.0,1447.8,1466.04,1466.04,1441.67
2000-05-18,807900000.0,1437.21,1458.04,1447.8,1436.59
2000-05-19,853700000.0,1406.95,1437.21,1437.21,1401.74
2000-05-22,869000000.0,1400.72,1410.55,1406.95,1368.73
2000-05-23,869900000.0,1373.86,1403.77,1400.72,1373.4301
2000-05-24,1152300000.0,1399.05,1401.75,1373.86,1361.09
2000-05-25,984500000.0,1381.52,1411.65,1399.05,1373.9301
2000-05-26,722600000.0,1378.02,1391.42,1381.52,1369.75
2000-05-30,844200000.0,1422.45,1422.45,1378.02,1378.02
2000-05-31,960500000.0,1420.6,1434.49,1422.4399,1415.5
2000-06-01,960100000.0,1448.8101,1448.8101,1420.6,1420.6
2000-06-02,1162400000.0,1477.26,1483.23,1448.8101,1448.8101
2000-06-05,838600000.0,1467.63,1477.28,1477.26,1464.6801
2000-06-06,950100000.0,1457.84,1471.36,1467.63,1454.74
2000-06-07,854600000.0,1471.36,1474.64,1457.84,1455.0601
2000-06-08,854300000.0,1461.67,1475.65,1471.36,1456.49
2000-06-09,786000000.0,1456.95,1472.67,1461.67,1454.96
2000-06-12,774100000.0,1446.0,1462.9301,1456.95,1445.99
2000-06-13,935900000.0,1469.4399,1470.42,1446.0,1442.38
2000-06-14,929700000.0,1470.54,1483.62,1469.4399,1467.71
2000-06-15,1011400000.0,1478.73,1482.04,1470.54,1464.62
2000-06-16,1250800000.0,1464.46,1480.77,1478.73,1460.42
2000-06-19,921700000.0,1486.0,1488.9301,1464.46,1459.05
2000-06-20,1031500000.0,1475.95,1487.3199,1486.0,1470.1801
2000-06-21,1009600000.0,1479.13,1482.1899,1475.95,1468.0
2000-06-22,1022700000.0,1452.1801,1479.13,1479.13,1448.03
2000-06-23,847600000.0,1441.48,1459.9399,1452.1801,1438.3101
2000-06-26,889000000.0,1455.3101,1459.66,1441.48,1441.48
2000-06-27,1042500000.0,1450.55,1463.35,1455.3101,1450.55
2000-06-28,1095100000.0,1454.8199,1467.63,1450.55,1450.55
2000-06-29,1110900000.0,1442.39,1455.14,1454.8199,1434.63
2000-06-30,1459700000.0,1454.6,1454.6801,1442.39,1438.71
2000-07-03,451900000.0,1469.54,1469.58,1454.6,1450.85
2000-07-05,1019300000.0,1446.23,1469.54,1469.54,1442.45
2000-07-06,947300000.0,1456.67,1461.65,1446.23,1439.5601
2000-07-07,931700000.0,1478.9,1484.12,1456.67,1456.67
2000-07-10,838700000.0,1475.62,1486.5601,1478.9,1474.76
2000-07-11,980500000.0,1480.88,1488.77,1475.62,1470.48
2000-07-12,1001200000.0,1492.92,1497.6899,1480.88,1480.88
2000-07-13,1026800000.0,1495.84,1501.39,1492.92,1489.65
2000-07-14,960600000.0,1509.98,1509.99,1495.84,1494.5601
2000-07-17,906000000.0,1510.49,1517.3199,1509.98,1505.26
2000-07-18,908300000.0,1493.74,1510.49,1510.49,1491.35
2000-07-19,909400000.0,1481.96,1495.63,1493.74,1479.92
2000-07-20,1064600000.0,1495.5699,1501.92,1481.96,1481.96
2000-07-21,968300000.0,1480.1899,1495.5699,1495.5699,1477.91
2000-07-24,880300000.0,1464.29,1485.88,1480.1899,1463.8
2000-07-25,969400000.0,1474.47,1476.23,1464.29,1464.29
2000-07-26,1235800000.0,1452.42,1474.47,1474.47,1452.42
2000-07-27,1156400000.0,1449.62,1464.91,1452.42,1445.33
2000-07-28,980000000.0,1419.89,1456.6801,1449.62,1413.89
2000-07-31,952600000.0,1430.83,1437.65,1419.89,1418.71
2000-08-01,938700000.0,1438.1,1443.54,1430.83,1428.96
2000-08-02,994500000.0,1438.7,1451.59,1438.1,1433.49
2000-08-03,1095600000.0,1452.5601,1454.1899,1438.7,1425.4301
2000-08-04,956000000.0,1462.9301,1462.9301,1452.5601,1451.3101
2000-08-07,854800000.0,1479.3199,1480.8,1462.9301,1460.72
2000-08-08,992200000.0,1482.8,1484.52,1479.3199,1472.61
2000-08-09,1054000000.0,1472.87,1490.33,1482.8,1471.16
2000-08-10,940800000.0,1460.25,1475.15,1472.87,1459.89
2000-08-11,835500000.0,1471.84,1475.72,1460.25,1453.0601
2000-08-14,783800000.0,1491.5601,1491.64,1471.84,1468.5601
2000-08-15,895900000.0,1484.4301,1493.12,1491.5601,1482.74
2000-08-16,929800000.0,1479.85,1496.09,1484.4301,1475.74
2000-08-17,922400000.0,1496.0699,1499.3199,1479.85,1479.85
2000-08-18,821400000.0,1491.72,1499.47,1496.0699,1488.99
2000-08-21,731600000.0,1499.48,1502.84,1491.72,1491.13
2000-08-22,818800000.0,1498.13,1508.45,1499.48,1497.42
2000-08-23,871000000.0,1505.97,1507.2,1498.13,1489.52
2000-08-24,837100000.0,1508.3101,1511.16,1505.97,1501.25
2000-08-25,685600000.0,1506.45,1513.47,1508.3101,1505.09
2000-08-28,733600000.0,1514.09,1523.95,1506.45,1506.45
2000-08-29,795600000.0,1509.84,1514.8101,1514.09,1505.46
2000-08-30,818400000.0,1502.59,1510.49,1509.84,1500.09
2000-08-31,1056600000.0,1517.6801,1525.21,1502.59,1502.59
2000-09-01,767700000.0,1520.77,1530.09,1517.6801,1515.53
2000-09-05,838500000.0,1507.08,1520.77,1520.77,1504.21
2000-09-06,995100000.0,1492.25,1512.61,1507.08,1492.12
2000-09-07,985500000.0,1502.51,1505.34,1492.25,1492.25
2000-09-08,961000000.0,1494.5,1502.51,1502.51,1489.88
2000-09-11,899300000.0,1489.26,1506.76,1494.5,1483.01
2000-09-12,991200000.0,1481.99,1496.9301,1489.26,1479.67
2000-09-13,1068300000.0,1484.91,1487.45,1481.99,1473.61
2000-09-14,1014000000.0,1480.87,1494.16,1484.91,1476.73
2000-09-15,1268400000.0,1465.8101,1480.96,1480.87,1460.22
2000-09-18,962500000.0,1444.51,1467.77,1465.8101,1441.92
2000-09-19,1024900000.0,1459.9,1461.16,1444.51,1444.51
2000-09-20,1104000000.0,1451.34,1460.49,1459.9,1430.95
2000-09-21,1105400000.0,1449.05,1452.77,1451.34,1436.3
2000-09-22,1185500000.0,1448.72,1449.05,1449.05,1421.88
2000-09-25,982400000.0,1439.03,1457.42,1448.72,1435.9301
2000-09-26,1106600000.0,1427.21,1448.04,1439.03,1425.25
2000-09-27,1174700000.0,1426.5699,1437.22,1427.21,1419.4399
2000-09-28,1206200000.0,1458.29,1461.6899,1426.5699,1425.78
2000-09-29,1197100000.0,1436.51,1458.29,1458.29,1436.29
2000-10-02,1051200000.0,1436.23,1445.6,1436.52,1429.83
2000-10-03,1098100000.0,1426.46,1454.8199,1436.23,1425.28
2000-10-04,1167400000.0,1434.3199,1439.99,1426.46,1416.3101
2000-10-05,1176100000.0,1436.28,1444.17,1434.3199,1431.8
2000-10-06,1150100000.0,1408.99,1443.3,1436.28,1397.0601
2000-10-09,716600000.0,1402.03,1409.6899,1408.99,1392.48
2000-10-10,1044000000.0,1387.02,1408.83,1402.03,1383.85
2000-10-11,1387500000.0,1364.59,1387.02,1387.02,1349.67
2000-10-12,1388600000.0,1329.78,1374.9301,1364.59,1328.0601
2000-10-13,1223900000.0,1374.17,1374.17,1329.78,1327.08
2000-10-16,1005400000.0,1374.62,1379.48,1374.17,1365.0601
2000-10-17,1161500000.0,1349.97,1380.99,1374.62,1342.34
2000-10-18,1441700000.0,1342.13,1356.65,1349.97,1305.79
2000-10-19,1297900000.0,1388.76,1389.9301,1342.13,1342.13
2000-10-20,1177400000.0,1396.9301,1408.47,1388.76,1382.1899
2000-10-23,1046800000.0,1395.78,1406.96,1396.9301,1387.75
2000-10-24,1158600000.0,1398.13,1415.64,1395.78,1388.13
2000-10-25,1315600000.0,1364.9,1398.13,1398.13,1362.21
2000-10-26,1303800000.0,1364.4399,1372.72,1364.9,1337.8101
2000-10-27,1086300000.0,1379.58,1384.5699,1364.4399,1364.13
2000-10-30,1186500000.0,1398.66,1406.36,1379.58,1376.86
2000-10-31,1366400000.0,1429.4,1432.22,1398.66,1398.66
2000-11-01,1206800000.0,1421.22,1429.6,1429.4,1410.45
2000-11-02,1167700000.0,1428.3199,1433.4,1421.22,1421.22
2000-11-03,997700000.0,1426.6899,1433.21,1428.3199,1420.92
2000-11-06,930900000.0,1432.1899,1438.46,1428.76,1427.72
2000-11-07,880900000.0,1431.87,1436.22,1432.1899,1423.26
2000-11-08,909300000.0,1409.28,1437.28,1431.87,1408.78
2000-11-09,1111000000.0,1400.14,1409.28,1409.28,1369.6801
2000-11-10,962500000.0,1365.98,1400.14,1400.14,1365.97
2000-11-13,1129300000.0,1351.26,1365.98,1365.98,1328.62
2000-11-14,1118800000.0,1382.95,1390.0601,1351.26,1351.26
2000-11-15,1066800000.0,1389.8101,1395.96,1382.95,1374.75
2000-11-16,956300000.0,1372.3199,1394.76,1389.8101,1370.39
2000-11-17,1070400000.0,1367.72,1384.85,1372.3199,1355.55
2000-11-20,955800000.0,1342.62,1367.72,1367.72,1341.67
2000-11-21,1137100000.0,1347.35,1355.87,1342.62,1333.62
2000-11-22,963200000.0,1322.36,1347.35,1347.35,1321.89
2000-11-24,404870000.0,1341.77,1343.83,1322.36,1322.36
2000-11-27,946100000.0,1348.97,1362.5,1341.77,1341.77
2000-11-28,1028200000.0,1336.09,1358.8101,1348.97,1334.97
2000-11-29,402100000.0,1341.9301,1352.38,1336.09,1329.28
2000-11-30,1186530000.0,1314.95,1341.91,1341.91,1294.9
2000-12-01,1195200000.0,1315.23,1334.67,1314.95,1307.02
2000-12-04,1103000000.0,1324.97,1332.0601,1315.1801,1310.23
2000-12-05,900300000.0,1376.54,1376.5601,1324.97,1324.97
2000-12-06,1399300000.0,1351.46,1376.54,1376.54,1346.15
2000-12-07,1128000000.0,1343.55,1353.5,1351.46,1339.26
2000-12-08,1358300000.0,1369.89,1380.33,1343.55,1343.55
2000-12-11,1202400000.0,1380.2,1389.05,1369.89,1364.14
2000-12-12,1083400000.0,1371.1801,1380.27,1380.2,1370.27
2000-12-13,1195100000.0,1359.99,1385.8199,1371.1801,1358.48
2000-12-14,1061300000.0,1340.9301,1359.99,1359.99,1340.48
2000-12-15,1561100000.0,1312.15,1340.9301,1340.9301,1305.38
2000-12-18,1189900000.0,1322.74,1332.3199,1312.15,1312.15
2000-12-19,1324900000.0,1305.6,1346.4399,1322.96,1305.2
2000-12-20,1421600000.0,1264.74,1305.6,1305.6,1261.16
2000-12-21,1449900000.0,1274.86,1285.3101,1264.74,1254.0699
2000-12-22,1087100000.0,1305.95,1305.97,1274.86,1274.86
2000-12-26,806500000.0,1315.1899,1315.9399,1305.97,1301.64
2000-12-27,1092700000.0,1328.92,1332.03,1315.1899,1310.96
2000-12-28,1015300000.0,1334.22,1335.9301,1328.92,1325.78
2000-12-29,1035500000.0,1320.28,1340.1,1334.22,1317.51
2001-01-02,1129400000.0,1283.27,1320.28,1320.28,1276.05
2001-01-03,1880700000.0,1347.5601,1347.76,1283.27,1274.62
2001-01-04,2131000000.0,1333.34,1350.24,1347.5601,1329.14
2001-01-05,1430800000.0,1298.35,1334.77,1333.34,1294.95
2001-01-08,1115500000.0,1295.86,1298.35,1298.35,1276.29
2001-01-09,1191300000.0,1300.8,1311.72,1295.86,1295.14
2001-01-10,1296500000.0,1313.27,1313.76,1300.8,1287.28
2001-01-11,1411200000.0,1326.8199,1332.1899,1313.27,1309.72
2001-01-12,1276000000.0,1318.55,1333.21,1326.8199,1311.59
2001-01-16,1205700000.0,1326.65,1327.8101,1318.3199,1313.33
2001-01-17,1349100000.0,1329.47,1346.92,1326.65,1325.41
2001-01-18,1445000000.0,1347.97,1352.71,1329.89,1327.41
2001-01-19,1407800000.0,1342.54,1354.55,1347.97,1336.74
2001-01-22,1164000000.0,1342.9,1353.62,1342.54,1333.84
2001-01-23,1232600000.0,1360.4,1362.9,1342.9,1339.63
2001-01-24,1309000000.0,1364.3,1369.75,1360.4,1357.28
2001-01-25,1258000000.0,1357.51,1367.35,1364.3,1354.63
2001-01-26,1098000000.0,1354.95,1357.51,1357.51,1342.75
2001-01-29,1053100000.0,1364.17,1365.54,1354.92,1350.36
2001-01-30,1149800000.0,1373.73,1375.6801,1364.17,1356.2
2001-01-31,1295300000.0,1366.01,1383.37,1373.73,1364.66
2001-02-01,1118800000.0,1373.47,1373.5,1366.01,1359.34
2001-02-02,1048400000.0,1349.47,1376.38,1373.47,1348.72
2001-02-05,1013000000.0,1354.3101,1354.5601,1349.47,1344.48
2001-02-06,1059600000.0,1352.26,1363.55,1354.3101,1350.04
2001-02-07,1158300000.0,1340.89,1352.26,1352.26,1334.26
2001-02-08,1107200000.0,1332.53,1350.3199,1341.1,1332.42
2001-02-09,1075500000.0,1314.76,1332.53,1332.53,1309.98
2001-02-12,1039100000.0,1330.3101,1330.96,1314.76,1313.64
2001-02-13,1075200000.0,1318.8,1336.62,1330.3101,1317.51
2001-02-14,1150300000.0,1315.92,1320.73,1318.8,1304.72
2001-02-15,1153700000.0,1326.61,1331.29,1315.92,1315.92
2001-02-16,1257200000.0,1301.53,1326.61,1326.61,1293.1801
2001-02-20,1112200000.0,1278.9399,1307.16,1301.53,1278.4399
2001-02-21,1208500000.0,1255.27,1282.97,1278.9399,1253.16
2001-02-22,1365900000.0,1252.8199,1259.9399,1255.27,1228.33
2001-02-23,1231300000.0,1245.86,1252.8199,1252.8199,1215.4399
2001-02-26,1130800000.0,1267.65,1267.6899,1245.86,1241.71
2001-02-27,1114100000.0,1257.9399,1272.76,1267.65,1252.26
2001-02-28,1225300000.0,1239.9399,1263.47,1257.9399,1229.65
2001-03-01,1294900000.0,1241.23,1241.36,1239.9399,1214.5
2001-03-02,1294000000.0,1234.1801,1251.01,1241.23,1219.74
2001-03-05,929200000.0,1241.41,1242.55,1234.1801,1234.04
2001-03-06,1091800000.0,1253.8,1267.42,1241.41,1241.41
2001-03-07,1132200000.0,1261.89,1263.86,1253.8,1253.8
2001-03-08,1114100000.0,1264.74,1266.5,1261.89,1257.6
2001-03-09,1085900000.0,1233.42,1264.74,1264.74,1228.42
2001-03-12,1229000000.0,1180.16,1233.42,1233.42,1176.78
2001-03-13,1360900000.0,1197.66,1197.83,1180.16,1171.5
2001-03-14,1397400000.0,1166.71,1197.66,1197.66,1155.35
2001-03-15,1259500000.0,1173.5601,1182.04,1166.71,1166.71
2001-03-16,1543560000.0,1150.53,1173.5601,1173.5601,1148.64
2001-03-19,1126200000.0,1170.8101,1173.5,1150.53,1147.1801
2001-03-20,1235900000.0,1142.62,1180.5601,1170.8101,1142.1899
2001-03-21,1346300000.0,1122.14,1149.39,1142.62,1118.74
2001-03-22,1723950000.0,1117.58,1124.27,1122.14,1081.1899
2001-03-23,1364900000.0,1139.83,1141.83,1117.58,1117.58
2001-03-26,1114000000.0,1152.6899,1160.02,1139.83,1139.83
2001-03-27,1314200000.0,1182.17,1183.35,1152.6899,1150.96
2001-03-28,1333400000.0,1153.29,1182.17,1182.17,1147.83
2001-03-29,1234500000.0,1147.95,1161.6899,1153.29,1136.26
2001-03-30,1280800000.0,1160.33,1162.8,1147.95,1143.83
2001-04-02,1254900000.0,1145.87,1169.51,1160.33,1137.51
2001-04-03,1386100000.0,1106.46,1145.87,1145.87,1100.1899
2001-04-04,1425590000.0,1103.25,1117.5,1106.46,1091.99
2001-04-05,1368000000.0,1151.4399,1151.47,1103.25,1103.25
2001-04-06,1266800000.0,1128.4301,1151.4399,1151.4399,1119.29
2001-04-09,1062800000.0,1137.59,1146.13,1128.4301,1126.38
2001-04-10,1349600000.0,1168.38,1173.92,1137.59,1137.59
2001-04-11,1290300000.0,1165.89,1182.24,1168.38,1160.26
2001-04-12,1102000000.0,1183.5,1183.51,1165.89,1157.73
2001-04-16,913900000.0,1179.6801,1184.64,1183.5,1167.38
2001-04-17,1109600000.0,1191.8101,1192.25,1179.6801,1168.9
2001-04-18,1918900000.0,1238.16,1248.42,1191.8101,1191.8101
2001-04-19,1486800000.0,1253.6899,1253.71,1238.16,1233.39
2001-04-20,1338700000.0,1242.98,1253.7,1253.7,1234.41
2001-04-23,1012600000.0,1224.36,1242.98,1242.98,1217.47
2001-04-24,1216500000.0,1209.47,1233.54,1224.36,1208.89
2001-04-25,1203600000.0,1228.75,1232.36,1209.47,1207.38
2001-04-26,1345200000.0,1234.52,1248.3,1228.75,1228.75
2001-04-27,1091300000.0,1253.05,1253.0699,1234.52,1234.52
2001-04-30,1266800000.0,1249.46,1269.3,1253.05,1243.99
2001-05-01,1181300000.0,1266.4399,1266.47,1249.46,1243.55
2001-05-02,1342200000.0,1267.4301,1272.9301,1266.4399,1257.7
2001-05-03,1137900000.0,1248.58,1267.4301,1267.4301,1239.88
2001-05-04,1082100000.0,1266.61,1267.51,1248.58,1232.0
2001-05-07,949000000.0,1263.51,1270.0,1266.61,1259.1899
2001-05-08,1006300000.0,1261.2,1267.01,1266.71,1253.0
2001-05-09,1132400000.0,1255.54,1261.65,1261.2,1247.83
2001-05-10,1056700000.0,1255.1801,1268.14,1255.54,1254.5601
2001-05-11,906200000.0,1245.67,1259.84,1255.1801,1240.79
2001-05-14,858200000.0,1248.92,1249.6801,1245.67,1241.02
2001-05-15,1071800000.0,1249.4399,1257.45,1248.92,1245.36
2001-05-16,1405300000.0,1284.99,1286.39,1249.4399,1243.02
2001-05-17,1355600000.0,1288.49,1296.48,1284.99,1282.65
2001-05-18,1130800000.0,1291.96,1292.0601,1288.49,1281.15
2001-05-21,1174900000.0,1312.83,1312.95,1291.96,1287.87
2001-05-22,1260400000.0,1309.38,1315.9301,1312.83,1306.89
2001-05-23,1134800000.0,1289.05,1309.38,1309.38,1288.7
2001-05-24,1100700000.0,1293.17,1295.04,1289.05,1281.22
2001-05-25,828100000.0,1277.89,1293.17,1293.17,1276.42
2001-05-29,1026000000.0,1267.9301,1278.42,1277.89,1265.41
2001-05-30,1158600000.0,1248.08,1267.9301,1267.9301,1245.96
2001-05-31,1226600000.0,1255.8199,1261.91,1248.08,1248.0699
2001-06-01,1015000000.0,1260.67,1265.34,1255.8199,1246.88
2001-06-04,836500000.0,1267.11,1267.17,1260.67,1256.36
2001-06-05,1116800000.0,1283.5699,1286.62,1267.11,1267.11
2001-06-06,1061900000.0,1270.03,1283.85,1283.5699,1269.01
2001-06-07,1089600000.0,1276.96,1277.08,1270.03,1265.08
2001-06-08,726200000.0,1264.96,1277.11,1276.96,1259.99
2001-06-11,870100000.0,1254.39,1264.96,1264.96,1249.23
2001-06-12,1136500000.0,1255.85,1261.0,1254.39,1235.75
2001-06-13,1063600000.0,1241.6,1259.75,1255.85,1241.59
2001-06-14,1242900000.0,1219.87,1241.6,1241.6,1218.9
2001-06-15,1635550000.0,1214.36,1221.5,1219.87,1203.03
2001-06-18,1111600000.0,1208.4301,1221.23,1214.36,1208.33
2001-06-19,1184900000.0,1212.58,1226.11,1208.4301,1207.71
2001-06-20,1350100000.0,1223.14,1225.61,1212.58,1210.0699
2001-06-21,1546820000.0,1237.04,1240.24,1223.14,1220.25
2001-06-22,1189200000.0,1225.35,1237.73,1237.04,1221.41
2001-06-25,1050100000.0,1218.6,1231.5,1225.35,1213.6
2001-06-26,1198900000.0,1216.76,1220.7,1218.6,1204.64
2001-06-27,1162100000.0,1211.0699,1219.92,1216.76,1207.29
2001-06-28,1327300000.0,1226.2,1234.4399,1211.0699,1211.0699
2001-06-29,1832360000.0,1224.38,1237.29,1226.2,1221.14
2001-07-02,1128300000.0,1236.72,1239.78,1224.42,1224.03
2001-07-03,622110000.0,1234.45,1236.71,1236.71,1229.4301
2001-07-05,934900000.0,1219.24,1234.45,1234.45,1219.15
2001-07-06,1056700000.0,1190.59,1219.24,1219.24,1188.74
2001-07-09,1045700000.0,1198.78,1201.76,1190.59,1189.75
2001-07-10,1263800000.0,1181.52,1203.4301,1198.78,1179.9301
2001-07-11,1384100000.0,1180.1801,1184.9301,1181.52,1168.46
2001-07-12,1394000000.0,1208.14,1210.25,1180.1801,1180.1801
2001-07-13,1121700000.0,1215.6801,1218.54,1208.14,1203.61
2001-07-16,1039800000.0,1202.45,1219.63,1215.6801,1200.05
2001-07-17,1238100000.0,1214.4399,1215.36,1202.45,1196.14
2001-07-18,1316300000.0,1207.71,1214.4399,1214.4399,1198.33
2001-07-19,1343500000.0,1215.02,1225.04,1207.71,1205.8
2001-07-20,1170900000.0,1210.85,1215.6899,1215.02,1207.04
2001-07-23,986900000.0,1191.03,1215.22,1210.85,1190.5
2001-07-24,1198700000.0,1171.65,1191.03,1191.03,1165.54
2001-07-25,1280700000.0,1190.49,1190.52,1171.65,1171.28
2001-07-26,1213900000.0,1202.9301,1204.1801,1190.49,1182.65
2001-07-27,1015300000.0,1205.8199,1209.26,1202.9301,1195.99
2001-07-30,909100000.0,1204.52,1209.05,1205.8199,1200.41
2001-07-31,1129200000.0,1211.23,1222.74,1204.52,1204.52
2001-08-01,1340300000.0,1215.9301,1223.04,1211.23,1211.23
2001-08-02,1218300000.0,1220.75,1226.27,1215.9301,1215.3101
2001-08-03,939900000.0,1214.35,1220.75,1220.75,1205.3101
2001-08-06,811700000.0,1200.48,1214.35,1214.35,1197.35
2001-08-07,1012000000.0,1204.4,1207.5601,1200.47,1195.64
2001-08-08,1124600000.0,1183.53,1206.79,1204.4,1181.27
2001-08-09,1104200000.0,1183.4301,1184.71,1183.53,1174.6801
